instrument_name,note,frequencies
Accordion,B4,"[ 987.76660251  932.32752304 1046.5022612  2959.95538169 4978.03173955
 3951.06641005 3135.96348785 2793.82585146 1975.53320502 4698.63628668
 4186.00904481 3729.31009214]"
Accordion,B4,"[ 987.76660251 2959.95538169 1046.5022612   932.32752304 3135.96348785
 1975.53320502 2793.82585146 2093.0045224  4978.03173955 1864.65504607
 3951.06641005 7040.        ]"
Accordion,B4,"[2959.95538169 1975.53320502  987.76660251 3135.96348785 2793.82585146
 2093.0045224  1864.65504607 1046.5022612  4978.03173955  932.32752304
 3951.06641005 4698.63628668]"
Accordion,B4,"[ 987.76660251 1046.5022612   932.32752304 1975.53320502 2959.95538169
 2093.0045224  4978.03173955 3135.96348785 1864.65504607 2793.82585146
 7040.         4698.63628668]"
Accordion,B4,"[ 987.76660251 1046.5022612   932.32752304 4978.03173955 3951.06641005
 1975.53320502 2959.95538169 4698.63628668  116.54094038  110.
 5274.04091061 4186.00904481]"
Accordion,B4,"[2959.95538169 3135.96348785 2793.82585146  987.76660251 4978.03173955
 1975.53320502 1046.5022612  4698.63628668 2093.0045224  5274.04091061
  932.32752304 1864.65504607]"
Accordion,B4,"[ 987.76660251 1046.5022612   932.32752304 2959.95538169 3135.96348785
 4978.03173955 1975.53320502 2793.82585146 3951.06641005 4698.63628668
 2093.0045224  1864.65504607]"
Accordion,B4,"[ 987.76660251 1046.5022612   932.32752304 3951.06641005 2959.95538169
 4186.00904481 3729.31009214 3135.96348785 2793.82585146 4978.03173955
   97.998859   1108.73052391]"
Accordion,B4,"[ 987.76660251 1046.5022612   932.32752304 2959.95538169   97.998859
  116.54094038 3951.06641005  110.         3135.96348785   92.49860568
  103.82617439 1975.53320502]"
Accordion,B4,"[ 987.76660251 1046.5022612   932.32752304 2959.95538169   97.998859
 3135.96348785 3951.06641005   92.49860568  110.         2793.82585146
  116.54094038  103.82617439]"
Accordion,B4,"[ 987.76660251 1046.5022612   932.32752304 3951.06641005 4186.00904481
  116.54094038 3729.31009214  110.           97.998859   2959.95538169
  123.47082531 1975.53320502]"
Accordion,B5,"[1975.53320502 2093.0045224  1864.65504607 5919.91076339 6271.92697571
 3951.06641005 5587.65170293 4186.00904481 3729.31009214   97.998859
 2217.46104781 7902.1328201 ]"
Accordion,B5,"[1975.53320502 2093.0045224  5919.91076339 3951.06641005 1864.65504607
 6271.92697571 4186.00904481 5587.65170293 3729.31009214 7902.1328201
  116.54094038 7458.62018429]"
Accordion,B5,"[1975.53320502 5919.91076339 2093.0045224  1864.65504607 6271.92697571
 3951.06641005 7902.1328201  5587.65170293   97.998859   4186.00904481
 7458.62018429 3729.31009214]"
Accordion,B5,"[1975.53320502 2093.0045224  1864.65504607   97.998859   3951.06641005
 5919.91076339   92.49860568   87.30705786 2217.46104781  103.82617439
 4186.00904481  110.        ]"
Accordion,B5,"[1975.53320502 2093.0045224  1864.65504607 3951.06641005 4186.00904481
 3729.31009214  116.54094038   97.998859   5919.91076339  110.
   92.49860568  123.47082531]"
Accordion,B5,"[1975.53320502 2093.0045224  1864.65504607 3951.06641005 4186.00904481
 5919.91076339 3729.31009214 7902.1328201  6271.92697571  110.
  116.54094038 5587.65170293]"
Accordion,B5,"[1975.53320502 2093.0045224  1864.65504607 5919.91076339 6271.92697571
 3951.06641005 5587.65170293 7902.1328201  4186.00904481  110.
  116.54094038 2217.46104781]"
Accordion,B5,"[1975.53320502 3951.06641005 2093.0045224  1864.65504607  116.54094038
  110.         4186.00904481  103.82617439 3729.31009214   97.998859
   92.49860568 5919.91076339]"
Accordion,B5,"[3951.06641005 4186.00904481 3729.31009214 1975.53320502  110.
  116.54094038   97.998859     92.49860568 2093.0045224  1864.65504607
  103.82617439   87.30705786]"
Accordion,B5,"[1975.53320502 3951.06641005   97.998859     92.49860568 2093.0045224
 4186.00904481 1864.65504607 3729.31009214  110.          116.54094038
   87.30705786  103.82617439]"
Accordion,B5,"[1975.53320502   97.998859   2093.0045224   110.           92.49860568
 1864.65504607  116.54094038   87.30705786 3951.06641005  103.82617439
 4186.00904481   73.41619198]"
Accordion,B6,"[3951.06641005 4186.00904481 7902.1328201  3729.31009214 7458.62018429
  116.54094038  110.           92.49860568   97.998859    123.47082531
   87.30705786  103.82617439]"
Accordion,B6,"[3951.06641005  116.54094038  110.         4186.00904481 7902.1328201
 3729.31009214   92.49860568  103.82617439   97.998859   7458.62018429
  123.47082531   87.30705786]"
Accordion,B6,"[3951.06641005 4186.00904481 7902.1328201  3729.31009214 7458.62018429
  116.54094038  110.          103.82617439  123.47082531   92.49860568
   65.40639133   87.30705786]"
Accordion,B6,"[3951.06641005 4186.00904481 3729.31009214  116.54094038   97.998859
  110.         7902.1328201    92.49860568  103.82617439  123.47082531
 7458.62018429  146.83238396]"
Accordion,B6,"[  97.998859   3951.06641005   92.49860568 4186.00904481  103.82617439
   69.29565774   87.30705786  110.         3729.31009214  116.54094038
   65.40639133  146.83238396]"
Accordion,B6,"[3951.06641005 4186.00904481 3729.31009214  110.          116.54094038
   92.49860568   97.998859     65.40639133  103.82617439  123.47082531
   87.30705786   69.29565774]"
Accordion,B6,"[3951.06641005 4186.00904481 3729.31009214  116.54094038  110.
   92.49860568   97.998859     87.30705786   82.40688923   69.29565774
  123.47082531   65.40639133]"
Accordion,B7,"[7902.1328201  7458.62018429  116.54094038  110.           97.998859
   92.49860568  103.82617439   65.40639133   69.29565774   87.30705786
  123.47082531   82.40688923]"
Accordion,B7,"[7902.1328201  7458.62018429   97.998859     92.49860568  103.82617439
  110.          116.54094038   73.41619198  146.83238396   87.30705786
   77.78174593   82.40688923]"
Accordion,B7,"[  97.998859   7902.1328201    92.49860568   87.30705786  116.54094038
 7458.62018429  103.82617439  110.           69.29565774   82.40688923
   65.40639133  123.47082531]"
Accordion,B7,"[7902.1328201  7458.62018429  110.          116.54094038   92.49860568
  146.83238396   97.998859     87.30705786  103.82617439  123.47082531
  138.59131549   82.40688923]"
Accordion,C#2,"[ 138.59131549  415.30469758  698.45646287  146.83238396  830.60939516
 1244.50793489 1108.73052391  130.81278265  277.18263098  659.25511383
  440.         1396.91292573]"
Accordion,C#2,"[ 138.59131549  146.83238396  130.81278265  415.30469758  698.45646287
  830.60939516 1244.50793489  277.18263098  659.25511383 1108.73052391
  391.99543598  440.        ]"
Accordion,C#2,"[138.59131549 146.83238396 415.30469758 130.81278265 698.45646287
 830.60939516 277.18263098 391.99543598 440.         659.25511383
 554.36526195 880.        ]"
Accordion,C#2,"[ 138.59131549  146.83238396  130.81278265  698.45646287  415.30469758
  659.25511383  830.60939516  739.98884542 1244.50793489 1108.73052391
  554.36526195  440.        ]"
Accordion,C#3,"[ 830.60939516  554.36526195 1396.91292573  783.99087196  880.
  523.2511306   587.32953583 1318.51022765  277.18263098 1108.73052391
 1661.21879032 1479.97769085]"
Accordion,C#3,"[ 830.60939516  554.36526195 1396.91292573  783.99087196  880.
 1661.21879032  523.2511306   587.32953583 1318.51022765  277.18263098
 1760.         1479.97769085]"
Accordion,C#3,"[ 830.60939516  554.36526195  277.18263098  880.          783.99087196
 1661.21879032 1396.91292573  587.32953583  293.66476792  523.2511306
  261.6255653  1108.73052391]"
Accordion,C#3,"[ 830.60939516  277.18263098  554.36526195  880.          783.99087196
  293.66476792  587.32953583  523.2511306   261.6255653  1661.21879032
 1108.73052391 1975.53320502]"
Accordion,C#3,"[ 277.18263098  293.66476792  261.6255653   554.36526195  830.60939516
  587.32953583  523.2511306   880.         2793.82585146  783.99087196
 2489.01586978 1108.73052391]"
Accordion,C#3,"[ 830.60939516  554.36526195  880.          277.18263098  783.99087196
 1396.91292573  587.32953583 1108.73052391 1661.21879032  523.2511306
  293.66476792  261.6255653 ]"
Accordion,C#3,"[ 277.18263098  830.60939516  293.66476792  261.6255653   880.
  783.99087196   97.998859   1108.73052391  554.36526195 1396.91292573
 1661.21879032  110.        ]"
Accordion,C#3,"[ 830.60939516  277.18263098  880.          293.66476792  261.6255653
  783.99087196 1396.91292573 1108.73052391  554.36526195 1318.51022765
 1174.65907167 1661.21879032]"
Accordion,C#4,"[1661.21879032  554.36526195 1760.         1567.98174393 1108.73052391
  587.32953583  523.2511306  1174.65907167 1046.5022612  2793.82585146
 3322.43758064 2637.0204553 ]"
Accordion,C#4,"[1108.73052391  554.36526195 1661.21879032 2793.82585146 1174.65907167
  587.32953583 1046.5022612   523.2511306  2637.0204553  1760.
 1567.98174393 2959.95538169]"
Accordion,C#4,"[1661.21879032  554.36526195 1108.73052391 1760.          587.32953583
 1567.98174393  523.2511306  1174.65907167 1046.5022612  4434.92209563
 4978.03173955 2217.46104781]"
Accordion,C#4,"[ 554.36526195  587.32953583  523.2511306  1661.21879032 1108.73052391
 1760.         1567.98174393 1174.65907167 2217.46104781 1046.5022612
 3951.06641005 2793.82585146]"
Accordion,C#4,"[ 554.36526195 1661.21879032  587.32953583  523.2511306  1760.
 1567.98174393 1108.73052391 1174.65907167 1046.5022612  2793.82585146
 4978.03173955 4434.92209563]"
Accordion,C#4,"[ 554.36526195 1661.21879032  587.32953583 1760.          523.2511306
 1567.98174393  110.          116.54094038 1108.73052391 3951.06641005
 2793.82585146 3322.43758064]"
Accordion,C#4,"[ 554.36526195  587.32953583  523.2511306  2793.82585146 1661.21879032
 2637.0204553  1108.73052391 2959.95538169 1760.         3951.06641005
 1567.98174393 2217.46104781]"
Accordion,C#4,"[ 554.36526195  587.32953583  523.2511306  1661.21879032 1108.73052391
 1760.         1174.65907167 1567.98174393 1046.5022612  3951.06641005
 4434.92209563 3729.31009214]"
Accordion,C#4,"[ 554.36526195  587.32953583  523.2511306  1661.21879032 1760.
 1567.98174393   97.998859   2217.46104781  116.54094038  110.
 1108.73052391 3322.43758064]"
Accordion,C#4,"[ 554.36526195  587.32953583  523.2511306  2217.46104781 1661.21879032
 2793.82585146 1108.73052391 2349.31814334  116.54094038 3322.43758064
 2093.0045224    97.998859  ]"
Accordion,C#4,"[ 554.36526195  587.32953583  523.2511306  1661.21879032 1760.
 1567.98174393   97.998859   2217.46104781 4434.92209563   92.49860568
  622.25396744  116.54094038]"
Accordion,C#5,"[1108.73052391 3322.43758064 2217.46104781 1174.65907167 1046.5022612
 3520.         2349.31814334 3135.96348785 2093.0045224  5587.65170293
 7902.1328201  5274.04091061]"
Accordion,C#5,"[1108.73052391 1174.65907167 1046.5022612  3322.43758064 2217.46104781
 5587.65170293 3520.         3135.96348785 2349.31814334 4434.92209563
 5274.04091061 2093.0045224 ]"
Accordion,C#5,"[1108.73052391 1174.65907167 1046.5022612  5587.65170293 2217.46104781
 3322.43758064 4434.92209563 5274.04091061 2349.31814334 3520.
 5919.91076339 2093.0045224 ]"
Accordion,C#5,"[1108.73052391 1174.65907167 1046.5022612  4434.92209563 3322.43758064
 4698.63628668 3520.         4186.00904481 3135.96348785 5587.65170293
 1244.50793489   97.998859  ]"
Accordion,C#5,"[1108.73052391 1174.65907167 3322.43758064 1046.5022612  3520.
 3135.96348785 5587.65170293 2217.46104781  110.          116.54094038
 5274.04091061 4434.92209563]"
Accordion,C#5,"[1108.73052391 3322.43758064 1174.65907167 3520.          116.54094038
  110.         1046.5022612  3135.96348785  103.82617439   97.998859
 2217.46104781   92.49860568]"
Accordion,C#5,"[1108.73052391 1174.65907167 3322.43758064 1046.5022612  2217.46104781
 3520.         5587.65170293 3135.96348785 2349.31814334 5274.04091061
 2093.0045224  4434.92209563]"
Accordion,C#5,"[1108.73052391 1174.65907167 1046.5022612  5587.65170293 2217.46104781
 5274.04091061 5919.91076339 3322.43758064 4434.92209563 1244.50793489
 2349.31814334 2093.0045224 ]"
Accordion,C#5,"[1108.73052391 1174.65907167 1046.5022612   110.         4434.92209563
   97.998859    116.54094038   92.49860568 1244.50793489  103.82617439
 3322.43758064 4698.63628668]"
Accordion,C#5,"[1108.73052391 1174.65907167 1046.5022612   116.54094038   97.998859
  110.           92.49860568 2217.46104781 3322.43758064  103.82617439
  123.47082531   65.40639133]"
Accordion,C#5,"[1108.73052391 1174.65907167 1046.5022612  4434.92209563  116.54094038
   97.998859    110.         1244.50793489 4698.63628668   92.49860568
  123.47082531  103.82617439]"
Accordion,C#6,"[2217.46104781 4434.92209563 2349.31814334 4698.63628668 2093.0045224
 6644.87516128 4186.00904481 7040.         6271.92697571 2489.01586978
   97.998859    116.54094038]"
Accordion,C#6,"[2217.46104781 4434.92209563 2349.31814334 4698.63628668 2093.0045224
 4186.00904481   97.998859     92.49860568 6644.87516128  116.54094038
  103.82617439  110.        ]"
Accordion,C#6,"[4434.92209563 4698.63628668 4186.00904481 2217.46104781 2349.31814334
 2093.0045224    97.998859   4978.03173955   92.49860568 6644.87516128
 3951.06641005  116.54094038]"
Accordion,C#6,"[2217.46104781 4434.92209563 2349.31814334 4698.63628668 2093.0045224
   97.998859   4186.00904481  116.54094038   92.49860568   82.40688923
  110.           77.78174593]"
Accordion,C#6,"[2217.46104781  110.           92.49860568  103.82617439   97.998859
  116.54094038  123.47082531 2349.31814334   87.30705786 2093.0045224
  146.83238396  130.81278265]"
Accordion,C#6,"[2217.46104781 2349.31814334 2093.0045224    97.998859   6644.87516128
   92.49860568 4434.92209563 7040.         6271.92697571  116.54094038
  110.          103.82617439]"
Accordion,C#6,"[2217.46104781 2349.31814334 2093.0045224  4434.92209563 6644.87516128
 4698.63628668 4186.00904481 7040.         6271.92697571 2489.01586978
 1975.53320502  116.54094038]"
Accordion,C#6,"[4434.92209563 4698.63628668 4186.00904481 6644.87516128 2217.46104781
 7040.         6271.92697571 2349.31814334   97.998859    116.54094038
 2093.0045224   110.        ]"
Accordion,C#6,"[ 110.          116.54094038   97.998859    103.82617439   92.49860568
  123.47082531 2217.46104781   87.30705786 4434.92209563  146.83238396
  130.81278265   82.40688923]"
Accordion,C#6,"[2217.46104781 2349.31814334 2093.0045224  4434.92209563 4698.63628668
 4186.00904481  110.           97.998859    116.54094038   92.49860568
  146.83238396  103.82617439]"
Accordion,C#6,"[2217.46104781 2349.31814334 4434.92209563 2093.0045224  4698.63628668
   97.998859   4186.00904481  110.          116.54094038   92.49860568
 6644.87516128  146.83238396]"
Accordion,C#7,"[4434.92209563 4698.63628668 4186.00904481  116.54094038   92.49860568
   97.998859    110.           87.30705786  103.82617439 4978.03173955
   69.29565774   73.41619198]"
Accordion,C#7,"[4434.92209563 4698.63628668 4186.00904481 4978.03173955 3951.06641005
  116.54094038  110.         5274.04091061   92.49860568  123.47082531
   97.998859     65.40639133]"
Accordion,C#7,"[4434.92209563 4698.63628668 4186.00904481   97.998859    110.
  116.54094038   92.49860568  103.82617439   87.30705786  123.47082531
   65.40639133   82.40688923]"
Accordion,C#7,"[4434.92209563 4698.63628668 4186.00904481   97.998859     92.49860568
  110.          116.54094038  103.82617439   69.29565774   87.30705786
  146.83238396   82.40688923]"
Accordion,C#7,"[ 116.54094038  110.           97.998859    103.82617439   92.49860568
  123.47082531   87.30705786 4434.92209563   69.29565774   65.40639133
  146.83238396   73.41619198]"
Accordion,C#7,"[4434.92209563 4698.63628668 4186.00904481  116.54094038  110.
   97.998859     92.49860568  123.47082531  103.82617439   87.30705786
   69.29565774   82.40688923]"
Accordion,C#7,"[4434.92209563 4698.63628668 4186.00904481   97.998859    110.
  116.54094038   92.49860568   73.41619198   69.29565774  123.47082531
  103.82617439   82.40688923]"
Accordion,C#8,"[116.54094038  92.49860568 110.          87.30705786  97.998859
  73.41619198 123.47082531  77.78174593 103.82617439  69.29565774
  65.40639133  82.40688923]"
Accordion,C#8,"[ 97.998859   116.54094038 110.          92.49860568 123.47082531
 103.82617439  87.30705786  69.29565774  82.40688923  73.41619198
 146.83238396  65.40639133]"
Accordion,C#8,"[ 97.998859   116.54094038 110.          92.49860568 103.82617439
 123.47082531  82.40688923  87.30705786  65.40639133  69.29565774
 138.59131549 130.81278265]"
Accordion,C#8,"[116.54094038 110.          97.998859    92.49860568 103.82617439
 123.47082531  87.30705786  82.40688923 146.83238396  77.78174593
  65.40639133  69.29565774]"
Accordion,C2,"[ 130.81278265  123.47082531  138.59131549  261.6255653   783.99087196
 1174.65907167  391.99543598  277.18263098 1318.51022765 1479.97769085
 1396.91292573  659.25511383]"
Accordion,C2,"[ 130.81278265  123.47082531  138.59131549  261.6255653   783.99087196
 1174.65907167  391.99543598  659.25511383 1318.51022765  277.18263098
 1244.50793489  622.25396744]"
Accordion,C2,"[130.81278265 123.47082531 138.59131549 783.99087196 391.99543598
 659.25511383 261.6255653  622.25396744 932.32752304 830.60939516
 739.98884542 369.99442271]"
Accordion,C2,"[ 130.81278265  138.59131549  123.47082531  659.25511383 1318.51022765
  391.99543598  783.99087196 1174.65907167  622.25396744  261.6255653
  523.2511306   698.45646287]"
Accordion,C3,"[ 783.99087196 1318.51022765  523.2511306   739.98884542  830.60939516
 1244.50793489 2093.0045224   493.88330126  261.6255653   554.36526195
 1396.91292573 1567.98174393]"
Accordion,C3,"[ 783.99087196 1318.51022765  523.2511306   739.98884542  830.60939516
 1244.50793489  261.6255653   493.88330126 1567.98174393  554.36526195
 1396.91292573 1864.65504607]"
Accordion,C3,"[ 783.99087196  261.6255653   830.60939516 1318.51022765  739.98884542
  523.2511306  1567.98174393  277.18263098  246.94165063 1244.50793489
 1864.65504607  554.36526195]"
Accordion,C3,"[ 783.99087196  523.2511306   830.60939516  739.98884542  261.6255653
  554.36526195  493.88330126 1046.5022612   277.18263098  246.94165063
 1567.98174393 2959.95538169]"
Accordion,C3,"[ 261.6255653   277.18263098  246.94165063  523.2511306   783.99087196
  554.36526195  493.88330126 2349.31814334 2637.0204553   830.60939516
  739.98884542 2489.01586978]"
Accordion,C3,"[ 783.99087196  830.60939516 1318.51022765  261.6255653   739.98884542
  523.2511306  1567.98174393 1864.65504607 1244.50793489 1760.
  246.94165063  277.18263098]"
Accordion,C3,"[ 261.6255653   783.99087196  277.18263098  246.94165063  830.60939516
 1318.51022765  739.98884542 1567.98174393 1244.50793489  523.2511306
 1661.21879032 1396.91292573]"
Accordion,C3,"[ 261.6255653   783.99087196  277.18263098  830.60939516  246.94165063
  739.98884542 1318.51022765 1244.50793489 1396.91292573 1567.98174393
 1046.5022612    97.998859  ]"
Accordion,C4,"[ 523.2511306  1567.98174393 1046.5022612   554.36526195 1661.21879032
 1479.97769085  493.88330126 2637.0204553  1108.73052391  987.76660251
 2489.01586978 3135.96348785]"
Accordion,C4,"[1567.98174393  523.2511306  1661.21879032 1046.5022612  1479.97769085
  554.36526195  493.88330126 1108.73052391  987.76660251 3135.96348785
 2637.0204553  2093.0045224 ]"
Accordion,C4,"[ 523.2511306  1046.5022612  2637.0204553  1567.98174393  554.36526195
  493.88330126 1108.73052391 2489.01586978  987.76660251 1661.21879032
 2793.82585146 1479.97769085]"
Accordion,C4,"[ 523.2511306   554.36526195 1046.5022612   493.88330126 1108.73052391
 1567.98174393 2637.0204553  2093.0045224   987.76660251 1661.21879032
 2489.01586978 2217.46104781]"
Accordion,C4,"[ 523.2511306  1567.98174393  554.36526195  493.88330126 1661.21879032
 1479.97769085 1046.5022612  2093.0045224  2637.0204553  3135.96348785
 1108.73052391 2217.46104781]"
Accordion,C4,"[ 523.2511306   554.36526195  493.88330126 1567.98174393 1046.5022612
 3729.31009214 1661.21879032 3520.         1479.97769085 1108.73052391
 2093.0045224  2637.0204553 ]"
Accordion,C4,"[ 523.2511306   554.36526195  493.88330126 2637.0204553  1567.98174393
 2489.01586978 1046.5022612  2093.0045224  2793.82585146 3729.31009214
 1661.21879032 4698.63628668]"
Accordion,C4,"[ 523.2511306   554.36526195 1567.98174393  493.88330126 1661.21879032
 1046.5022612  1479.97769085 2637.0204553  1108.73052391 2093.0045224
 2489.01586978  987.76660251]"
Accordion,C4,"[ 523.2511306   554.36526195  493.88330126 2093.0045224  1567.98174393
 2637.0204553  2217.46104781   97.998859   3135.96348785 1661.21879032
 1975.53320502 2489.01586978]"
Accordion,C4,"[ 523.2511306   554.36526195  493.88330126 1567.98174393 1661.21879032
 1479.97769085 2637.0204553  2093.0045224    97.998859    587.32953583
 2489.01586978  110.        ]"
Accordion,C4,"[ 523.2511306  1567.98174393  554.36526195 1661.21879032  493.88330126
 1479.97769085 2093.0045224  3135.96348785 2217.46104781 1975.53320502
 2637.0204553    97.998859  ]"
Accordion,C5,"[1046.5022612  3135.96348785 2093.0045224  1108.73052391  987.76660251
 3322.43758064 2959.95538169 2217.46104781 5274.04091061 1975.53320502
 4978.03173955 5587.65170293]"
Accordion,C5,"[1046.5022612  1108.73052391 2093.0045224   987.76660251 3135.96348785
 2217.46104781 3322.43758064 1975.53320502 2959.95538169 5274.04091061
 4978.03173955 5587.65170293]"
Accordion,C5,"[1046.5022612  1108.73052391 3135.96348785  987.76660251 2093.0045224
 3322.43758064 2217.46104781 2959.95538169 1975.53320502   97.998859
 5274.04091061 7458.62018429]"
Accordion,C5,"[1046.5022612  1108.73052391  987.76660251 3135.96348785 2093.0045224
 3322.43758064 2217.46104781 2959.95538169 1975.53320502 5274.04091061
   97.998859   1174.65907167]"
Accordion,C5,"[1046.5022612  1108.73052391  987.76660251 3135.96348785 3322.43758064
  110.           97.998859   2959.95538169  116.54094038   92.49860568
   87.30705786  103.82617439]"
Accordion,C5,"[1046.5022612  3135.96348785 1108.73052391  987.76660251 3322.43758064
 2959.95538169 2093.0045224  5274.04091061 2217.46104781 4978.03173955
 1975.53320502 5587.65170293]"
Accordion,C5,"[1046.5022612  1108.73052391 3135.96348785  987.76660251 3322.43758064
 2093.0045224  5274.04091061 2959.95538169 4978.03173955 2217.46104781
 4186.00904481 1975.53320502]"
Accordion,C5,"[1046.5022612  1108.73052391  987.76660251 3135.96348785 3322.43758064
 2093.0045224  2959.95538169 2217.46104781 1975.53320502 5274.04091061
 4186.00904481 4978.03173955]"
Accordion,C5,"[1046.5022612  1108.73052391  987.76660251 2093.0045224    97.998859
  116.54094038 2217.46104781 4186.00904481  110.          103.82617439
   92.49860568 1975.53320502]"
Accordion,C5,"[1046.5022612  1108.73052391  987.76660251 3135.96348785 3322.43758064
   97.998859    116.54094038 2959.95538169  110.           92.49860568
  103.82617439  123.47082531]"
Accordion,C5,"[1046.5022612  1108.73052391  987.76660251   97.998859   4186.00904481
  116.54094038  110.           92.49860568  103.82617439 3135.96348785
 4434.92209563 1174.65907167]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 6271.92697571 4186.00904481
 6644.87516128 4434.92209563 5919.91076339 2349.31814334 3951.06641005
 7902.1328201  1864.65504607]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 4186.00904481 2349.31814334
 4434.92209563 6271.92697571 3951.06641005 1864.65504607 6644.87516128
 5919.91076339 2489.01586978]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 2349.31814334 4186.00904481
 6271.92697571 1864.65504607 4434.92209563 6644.87516128 7902.1328201
   97.998859   2489.01586978]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 4186.00904481   97.998859
  116.54094038 4434.92209563 6271.92697571  110.           92.49860568
 3951.06641005 2349.31814334]"
Accordion,C6,"[2093.0045224   110.          116.54094038 2217.46104781 6271.92697571
 4186.00904481 1975.53320502  103.82617439  123.47082531   82.40688923
  146.83238396 6644.87516128]"
Accordion,C6,"[2093.0045224  4186.00904481 2217.46104781 1975.53320502 4434.92209563
 3951.06641005   97.998859   6271.92697571   92.49860568 6644.87516128
  110.          116.54094038]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 6271.92697571 4186.00904481
 6644.87516128 4434.92209563 5919.91076339 3951.06641005 2349.31814334
 1864.65504607  116.54094038]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 2349.31814334 6271.92697571
 4186.00904481 1864.65504607 6644.87516128  110.         4434.92209563
  116.54094038 7902.1328201 ]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502   97.998859     92.49860568
  116.54094038  110.          103.82617439 4186.00904481  146.83238396
   69.29565774   73.41619198]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 4186.00904481 4434.92209563
 3951.06641005 6271.92697571  116.54094038   97.998859    110.
 6644.87516128   92.49860568]"
Accordion,C6,"[2093.0045224  2217.46104781 1975.53320502 4186.00904481  116.54094038
 4434.92209563  110.           97.998859   3951.06641005   92.49860568
  103.82617439  123.47082531]"
Accordion,C7,"[4186.00904481 4434.92209563 3951.06641005 7902.1328201   116.54094038
   97.998859    110.           92.49860568  103.82617439  123.47082531
   69.29565774   77.78174593]"
Accordion,C7,"[4186.00904481 4434.92209563  116.54094038 3951.06641005   92.49860568
  110.           97.998859     87.30705786 7902.1328201    69.29565774
   82.40688923   65.40639133]"
Accordion,C7,"[4186.00904481 4434.92209563 3951.06641005  110.          116.54094038
  103.82617439   97.998859     92.49860568 7902.1328201   123.47082531
   87.30705786  146.83238396]"
Accordion,C7,"[4186.00904481 4434.92209563 3951.06641005   97.998859     92.49860568
  110.          116.54094038  146.83238396  103.82617439  123.47082531
   87.30705786   73.41619198]"
Accordion,C7,"[ 110.          116.54094038   97.998859    103.82617439 4186.00904481
   92.49860568 4434.92209563   82.40688923  123.47082531   87.30705786
   77.78174593   73.41619198]"
Accordion,C7,"[4186.00904481 4434.92209563 3951.06641005  116.54094038   97.998859
  110.           92.49860568  123.47082531   69.29565774   87.30705786
   82.40688923   73.41619198]"
Accordion,C7,"[4186.00904481 4434.92209563 3951.06641005  116.54094038  110.
   97.998859     92.49860568  146.83238396   87.30705786   69.29565774
  103.82617439   73.41619198]"
Accordion,C8,"[7902.1328201   116.54094038  110.          103.82617439  123.47082531
   92.49860568   97.998859    146.83238396   87.30705786   82.40688923
   65.40639133   73.41619198]"
Accordion,C8,"[7902.1328201   116.54094038  110.           97.998859     92.49860568
   87.30705786  123.47082531  103.82617439   73.41619198   69.29565774
   77.78174593   82.40688923]"
Accordion,C8,"[7902.1328201   116.54094038  110.           97.998859     92.49860568
  103.82617439  123.47082531   87.30705786   73.41619198  146.83238396
   69.29565774   82.40688923]"
Accordion,C8,"[  97.998859     92.49860568  116.54094038  103.82617439 7902.1328201
  110.           69.29565774   65.40639133  123.47082531   73.41619198
   87.30705786  146.83238396]"
Accordion,D#2,"[ 155.56349186 1396.91292573  466.16376152  146.83238396  783.99087196
  164.81377846 1244.50793489  311.12698372 1661.21879032 1479.97769085
 1760.          739.98884542]"
Accordion,D#2,"[155.56349186 164.81377846 146.83238396 466.16376152 783.99087196
 493.88330126 739.98884542 311.12698372 440.         830.60939516
 622.25396744 932.32752304]"
Accordion,D#2,"[ 155.56349186  146.83238396  164.81377846  466.16376152  783.99087196
 1396.91292573 1244.50793489  311.12698372  493.88330126  739.98884542
  440.         1479.97769085]"
Accordion,D#2,"[ 155.56349186  146.83238396  164.81377846  783.99087196  466.16376152
 1244.50793489  622.25396744  739.98884542  493.88330126  830.60939516
 1396.91292573 1318.51022765]"
Accordion,D#3,"[ 622.25396744 1567.98174393  659.25511383  311.12698372  587.32953583
 1864.65504607 1479.97769085 1244.50793489 1661.21879032 2217.46104781
 1975.53320502  329.62755691]"
Accordion,D#3,"[ 622.25396744 1567.98174393  311.12698372  659.25511383 1864.65504607
  587.32953583 1479.97769085 2489.01586978 1975.53320502  329.62755691
 1661.21879032 1760.        ]"
Accordion,D#3,"[ 311.12698372  329.62755691  293.66476792  622.25396744  932.32752304
 2489.01586978  659.25511383 2217.46104781  987.76660251 1244.50793489
  587.32953583 1567.98174393]"
Accordion,D#3,"[ 622.25396744  932.32752304  311.12698372  659.25511383  987.76660251
  587.32953583  329.62755691 1864.65504607  880.         1567.98174393
  293.66476792 1975.53320502]"
